0,Text,User,User ID,Description,Location
1489,Voters in #US gave #Democrats a victory in Congress #HouseOfRepresentatives while #Republicans extended their lead\xe2\x80\xa6 https://t.co/reCkhv8wEG,zaheerana,17797104,"Do your best & celebrate LIFE! Strive for amity between people of different faiths, seek social justice & peace in all forums.",
1490,RT @Rebelocracy: POLL: Who won the 2018 Midterms? Comment below and RT for better results.\n#midterms #midterm #redwave #bluewave,Donna Sawyer\xe2\x9d\x8c,2851491923,"I believe in GOD, COUNTRY AND GEORGIA FOOTBALL I LOVE ISRAEL, AND OUR PRESIDENT!! #MAGA\xe2\x9d\xa4\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x87\xae\xf0\x9f\x87\xb1!! WWG1WGA Q.",'MERICA!
1491,RT @KennedyNation: Let me nurse your #midterm #hangover w #hotfreedom as @ChadPergram\n@nedryun\n@antjuansea\n@guypbenson\n@robbysoave\n@Deirdre\xe2\x80\xa6,DEPLORABLE 71,2255567535,GOD CHURCH AND GAMECOCKFOOTBALL AND CAROLINA PANTHERS AND BRAVES AND THE HORNETS #GOP #MAGA FOLLOWBY @SEANHANNITY @JIMLIBERTARIAN@CVPAYNE,NEW HOPE  SOUTH CAROLINA
1492,RT @FutureWomen: Time to decode the #midterm results and what they mean for the future of women. \xf0\x9f\x87\xba\xf0\x9f\x87\xb2\nhttps://t.co/4mYF2oJHUF,Sarah-Jane Collins,25773075,Writer/editor. Just a lady and her cat in NYC.,"New York, NY"
1493,What Can #Democrats Learn from the #Midterm Results? | Guest: @tedrall https://t.co/0TDfdeKEKa via @YouTube,\xf0\x9d\x95\x84\xf0\x9d\x95\x9a\xf0\x9d\x95\x9d\xf0\x9d\x95\xa0\xf0\x9d\x95\xa4 \xf0\x9d\x94\xbb\xf0\x9d\x95\xa6\xf0\x9d\x95\x9f\xf0\x9d\x95\x9b\xf0\x9d\x95\x9a\xf0\x9d\x95\x94,229667254,"M. Sc. Computer Science. @TD_Canada #InnovationNinja & 'Inventor Of The Year'. #Atheist. #Progressive. Tweets r my own. \n\nYES, it's my DAD holding ME \xf0\x9f\x98\x82","Toronto, Ontario, Canada"
1494,"For some Republicans, Trumpism paved way to victory\nhttps://t.co/HfCJBagkiC\n#2018,#Attorney,#general,#Hawley,#JOSH,\xe2\x80\xa6 https://t.co/uGcuro9LJz",Siliconeer,75280133,,
1495,"For some Republicans, Trumpism paved way to victory\nhttps://t.co/HfCJBagkiC\n#2018,#Attorney,#general,#Hawley,#JOSH,\xe2\x80\xa6 https://t.co/uGcuro9LJz",Siliconeer,75280133,,
1496,"Marijuana, abortion, greyhounds: the local issues on US #midterm ballots\nhttps://t.co/mH3i4hTGdv\n#also,#during,\xe2\x80\xa6 https://t.co/QGtZkRgqJr",Siliconeer,75280133,,
1497,RT @KennedyNation: Let me nurse your #midterm #hangover w #hotfreedom as @ChadPergram\n@nedryun\n@antjuansea\n@guypbenson\n@robbysoave\n@Deirdre\xe2\x80\xa6,Ned Ryun,15455253,"Conservative Christian. Love @BeccaRyun. Dad of 4. Jayhawk. CEO @AM_National, @VoterGravity. For media: ned@therightbookings.com. @theamgreatness Senior Fellow.",Virginia
1498,"With the #midterm elections fast approaching, students will hear a lot about polls. Help them investigate how relia\xe2\x80\xa6 https://t.co/PJsS34IXH2",ExploreLearning,19675956,We make Gizmos! Online math & science simulations that power inquiry and understanding. And\xe2\x80\xa6 We make Reflex! The most effective math fact fluency system ever.,
1499,Time to decode the #midterm results and what they mean for the future of women. \xf0\x9f\x87\xba\xf0\x9f\x87\xb2\nhttps://t.co/4mYF2oJHUF,Future Women,915028655918661632,A content-led women's club dedicated to the advancement of women.  \nCommunity | Events | Ambitious Journalism,
1500,"RT @StateStreetETFs: Historically, markets have performed well around #midterm elections. Could this year be an outlier? Chief Investment S\xe2\x80\xa6",nan k. wiggins,2190743154,,
1501,RT @Rebelocracy: POLL: Who won the 2018 Midterms? Comment below and RT for better results.\n#midterms #midterm #redwave #bluewave,Manuel Skippy,781947890289827840,,
1502,RT @Rebelocracy: POLL: Who won the 2018 Midterms? Comment below and RT for better results.\n#midterms #midterm #redwave #bluewave,Lucio Palumbo,3325901451,"PROCURATOR. REAL NEWS. AUTHOR.\xe2\x9c\x9d\xe2\x9c\xa1 Follow/RT does not necessarily constitute endorsements. Tweets in english, french, spanish, portuguese.",
1503,RT @Rebelocracy: POLL: Who won the 2018 Midterms? Comment below and RT for better results.\n#midterms #midterm #redwave #bluewave,TrumpGOP_FakeWitchHunt,14243666,"TRUMP FAN - Catholic, Wife, Mother, and IT Professional #RedNationRising #MAGA #VoteTrump #LockHerUp #NeverHillary #Walkaway #MICHIGANNEEDSLESSLIBS","Novi, Michigan (aka TRUMP MI)"
1504,RT @KennedyNation: Let me nurse your #midterm #hangover w #hotfreedom as @ChadPergram\n@nedryun\n@antjuansea\n@guypbenson\n@robbysoave\n@Deirdre\xe2\x80\xa6,Antjuan Seawright,50334892,"MBA|Founder & CEO of Blueprint Strategy, LLC |Senior Advisor -Fearless Mobile Strategies |Tweets Are My Own| Here by Grace...Kept By Mercy|","Columbia, SC"
1505,RT @CivicYouth: Youth turned out at the #2018midterms!\n\nOur day after youth #voterturnout estimate is the highest for a #midterm we've ever\xe2\x80\xa6,AlwaysBeWoke,7260452,"gleefully contrarian, beautifully random and proudly haitian black. #gowomanism #blacklivesmatter #protectblackwomanhood #whitetearsaredelicious #fuckfeminism","40.7236448,-74.0006793"
1506,RT @CivicYouth: Youth turned out at the #2018midterms!\n\nOur day after youth #voterturnout estimate is the highest for a #midterm we've ever\xe2\x80\xa6,juliet shen,20282776,PM at @Snapchat. I build things that put good into the world. Previously @tinder @yourkarma #Fascinasians. she/hers. Tweets are my own views.,everywhere
1507,RT @StateStreetGA: The US #midterm election results will establish a meaningful pivot in the fate of #retirement policy. Learn how:  https:\xe2\x80\xa6,Amoga\xf0\x9f\x8f\x80\xf0\x9f\x87\xba\xf0\x9f\x87\xb8,1049669107346563073,"new Account, let me explain it to you","Washington, DC"
1508,Here white woman said it best on how some of them voted based on them voting for white supremacy during #midterm\xe2\x80\xa6 https://t.co/1kOciEzrJq,Atlanta Stay FI,850102533305577472,Atlanta News & Entertainment \n#AtlantaStayFocusednInformed \n\n \n atlantastayfi@gmail.com,"Atlanta, GA"
1509,"RT @StateStreetETFs: Historically, markets have performed well around #midterm elections. Could this year be an outlier? Chief Investment S\xe2\x80\xa6",Queen Above The Rest,1053052736172892160,Because \xf0\x9f\x92\x92I\xf0\x9f\x92\x99Can,"Francescas, France"
1510,@KennedyNation @ChadPergram @nedryun @antjuansea @guypbenson @robbysoave @DeirdreBolton @BrianBrenberg @FoxBusiness\xe2\x80\xa6 https://t.co/xD5jyki8Ex,Walk Toward The Fire,323132701,"Former Marine-Constitutional Conservative-bleeds Red,White & Blue. \n\nBreitbart Children\xe2\x80\x99s Trust\n 149 S. Barrington Ave, #735\nLos Angeles, CA 90049",Midwest
1511,RT @KennedyNation: Let me nurse your #midterm #hangover w #hotfreedom as @ChadPergram\n@nedryun\n@antjuansea\n@guypbenson\n@robbysoave\n@Deirdre\xe2\x80\xa6,Walk Toward The Fire,323132701,"Former Marine-Constitutional Conservative-bleeds Red,White & Blue. \n\nBreitbart Children\xe2\x80\x99s Trust\n 149 S. Barrington Ave, #735\nLos Angeles, CA 90049",Midwest
1512,"RT @StateStreetETFs: Historically, markets have performed well around #midterm elections. Could this year be an outlier? Chief Investment S\xe2\x80\xa6",Kenneth,1043002479376355328,,
1513,RT @calebwilds: Those who vote for \xe2\x80\x9cthe other candidate\xe2\x80\x9d aren\xe2\x80\x99t enemies... they\xe2\x80\x99re people God loves.\n\nDon\xe2\x80\x99t inflate your ego by negativity\xe2\x80\xa6,Hal Sacks,20891256,,"Henderson, NV"
1514,RT @KennedyNation: Let me nurse your #midterm #hangover w #hotfreedom as @ChadPergram\n@nedryun\n@antjuansea\n@guypbenson\n@robbysoave\n@Deirdre\xe2\x80\xa6,Ady,372342935,,
1515,"RT @adamsaxton: After much fret the #midterm results are a lot like my kid\xe2\x80\x99s soccer team: everybody can claim a trophy \xf0\x9f\x8f\x86. Now, back to regu\xe2\x80\xa6",Kelley Henry \xe2\xad\x90\xe2\xad\x90\xe2\xad\x90,856839503654379521,"I AM AN OLD-SCHOOL,SMALL-GOVERNMENT, KEEP-YOUR-NOSE-OUTTA- MY-LIFE AND HANDS- OUTTA- MY POCKETS CONSERVATIVE KINDA GAL!!",USA
1516,RT @KennedyNation: Let me nurse your #midterm #hangover w #hotfreedom as @ChadPergram\n@nedryun\n@antjuansea\n@guypbenson\n@robbysoave\n@Deirdre\xe2\x80\xa6,hotpersoot,483508166,,
1517,RT @hinrichfdn: Will US #midterm election results have a significant impact on US-Sino #trade issues? @hinrichfdn Research Fellow @StephenO\xe2\x80\xa6,AmCham HK,50516365,Official Twitter of The American Chamber of Commerce in Hong Kong. RTs are not an endorsement.,Hong Kong
1518,RT @KennedyNation: Let me nurse your #midterm #hangover w #hotfreedom as @ChadPergram\n@nedryun\n@antjuansea\n@guypbenson\n@robbysoave\n@Deirdre\xe2\x80\xa6,Brian Brenberg,3416674485,"Executive Vice President and Chair of Business and Finance, @TheKingsCollege","New York, NY"
1519,RT @KennedyNation: Let me nurse your #midterm #hangover w #hotfreedom as @ChadPergram\n@nedryun\n@antjuansea\n@guypbenson\n@robbysoave\n@Deirdre\xe2\x80\xa6,Robert Henderson,823293471184318472,18yr Phily doorman now recently promoted to afternoon desk man in a high rise condo.Part time working for Uber on the https://t.co/7ABIt5s7GJ sports and Fox Bus,"Philadelphia, PA"
1520,RT @KennedyNation: Let me nurse your #midterm #hangover w #hotfreedom as @ChadPergram\n@nedryun\n@antjuansea\n@guypbenson\n@robbysoave\n@Deirdre\xe2\x80\xa6,Robby Soave,155581583,@reason editor. @thedailybeast columnist. 2016 @forbes 30 Under 30 list. @TFASorg Novak Fellow. Currently writing a book about activism in the age of Trump.,
1521,"RT @wgby: On last night's #CPonWGBY, @MassliveNews\xe2\x80\x99s @ShannonYoung413, @WMasspi\xe2\x80\x99s @MSzafranski413, &amp; @WAMCNews\xe2\x80\x99s @PTuthill broke down the l\xe2\x80\xa6",Shannon Young,474520215,"Politics reporter for The Republican/@MassLiveNews, Red Sox fan, lover of all things chocolate.","Springfield, MA"
1522,"RT @StateStreetETFs: Historically, markets have performed well around #midterm elections. Could this year be an outlier? Chief Investment S\xe2\x80\xa6",#madamEskot1c,2298109954,#sidehoediaries\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d #$#1DDRIVE laugh if you please \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\xa4\xaa\xf0\x9f\xa4\xaa\xf0\x9f\xa4\xaa\xf0\x9f\x98\x9c\xf0\x9f\x98\x9c#sidehoediaries #Eskxotic\xf0\x9f\x92\x8b\xf0\x9f\x92\x8b\xf0\x9f\x92\x8b #GabberHubDotComGain,
1523,RT @Rebelocracy: POLL: Who won the 2018 Midterms? Comment below and RT for better results.\n#midterms #midterm #redwave #bluewave,Mark Johnson,3316093772,In God we Trust! Constitution / Bill of Rights ! Freedom not Tyranny. Fighting this Satanic AGENDA that has infiltrated America. #WWG1WGA #Q-ANON (((+)))\n#MAGA,"Arkansas, USA"
1524,RT @KennedyNation: Let me nurse your #midterm #hangover w #hotfreedom as @ChadPergram\n@nedryun\n@antjuansea\n@guypbenson\n@robbysoave\n@Deirdre\xe2\x80\xa6,Alexander Staudt,199179176,"Director of Free Speech @YALiberty| proud @uiowa Alum C'16| Our Liberties We Prize and Our Rights We Will Maintain|contributor @dcexaminer, @classyliberties","Arlington, VA"
1525,Let me nurse your #midterm #hangover w #hotfreedom as @ChadPergram\n@nedryun\n@antjuansea\n@guypbenson\n@robbysoave\xe2\x80\xa6 https://t.co/ytcJi8ksea,Kennedy,43277789,Host of Kennedy on Fox Business Network; Author The Kennedy Chronicles: The Golden Age of MTV Through Rose Colored Glasses,Los Angeles/NYC
1526,"RT @StateStreetETFs: Historically, markets have performed well around #midterm elections. Could this year be an outlier? Chief Investment S\xe2\x80\xa6",Talesha,1024721585280876545,i love supporting people i will never give up i will always support people\xf0\x9f\x91\x8d,United States
1527,RT @FresnoBee: #ElectionResults2018: Will #Fresno County reach a 20-year high for #midterm #election turnout? https://t.co/NBbuNWQOJy,Carmen George,17127433,@FresnoBee reporter with a passion for telling stories about the helpers and hurting. Inspirational people are everywhere. Story ideas welcome: 559-441-6386.,cgeorge@fresnobee.com
1528,RT @seconddinners: Election night cooking #Vote2018 #ElectionEve #Elections2018 #Trump #Midterm2018 #Midterm #GodBlessAmerica #food #chef h\xe2\x80\xa6,\xf0\x9f\xa4\xa4,893167282897268736,I smell I smell pussy,
1529,RT @RickOhioImBack: New Acting AG #MatthewWhitaker in 2016\n\n****I would indict Hillary Clinton****\n\nWe all have NO clue \n\nThis could have b\xe2\x80\xa6,MaryRGVREPUBofTX,1403726954,Small govt grandma. Secure borders. Green Bay born.PKR Stkhldr Rio Grande Valley Republic of Texas God always wins!#ORPUW #CDF #NRA TrumpMAGA #Qanon #WWG1WGA,
1530,"RT @CStrohal: #midterm elections: Considerable reasons for criticism by @osce_odihr observation mission: rhetoric, voter identification and\xe2\x80\xa6",JackMack,172141399,"Ex-hippie, baby-boomer concerned abt relitigating our social progress in 21st Century","Washington, DC"
1531,"RT @WValderrama: \xf0\x9f\x87\xba\xf0\x9f\x87\xb8Two Native American women, a Somali refugee &amp; the first openly gay man elected governor, Texas sends the first 2 Hispani\xe2\x80\xa6",Belinda,897150547849089025,,United States
1532,"RT @MeisterTrumper: @PENamerican @Acosta @Yamiche So when #Trump calls @Acosta a rude, terrible person he really means that about himself.\xe2\x80\xa6",janegerlinde,730200766170943488,,USA
1533,"RT @StateStreetETFs: Historically, markets have performed well around #midterm elections. Could this year be an outlier? Chief Investment S\xe2\x80\xa6",vawvaw 6,3333911429,sc ~ savagekidmike,
1534,RT @CivicYouth: Youth turned out at the #2018midterms!\n\nOur day after youth #voterturnout estimate is the highest for a #midterm we've ever\xe2\x80\xa6,Robin C. McClary\xf0\x9f\x8c\x8a,5415352,"Star Child  Attorney Sorority Girl (AKA) Best Friend, Creative, Thinker.  And Proud Aunt Opinions are mine RTs not always endorsements Detroit = Home","New York, NY"
1535,RT @FresnoBee: #ElectionResults2018: Will #Fresno County reach a 20-year high for #midterm #election turnout? https://t.co/NBbuNWQOJy,B__Ko,739941751339765760,,Fresno Ca
1536,RT @DNNPolitics: Democrat Maria Robinson (Farmington) has become the 1'ST Korean-American elected to the Massachusetts House of Representat\xe2\x80\xa6,DNN International,1036398900154982400,Dionisio News Network (DNN) The Leading International News Reporting / Week Review (Unbiased / Nonpartisan / Fact Based News),
1537,RT @CivicYouth: Youth turned out at the #2018midterms!\n\nOur day after youth #voterturnout estimate is the highest for a #midterm we've ever\xe2\x80\xa6,Andrew Goodman FDN,406907462,"The Andrew Goodman Foundation recognizes, encourages and inspires action in support of human dignity, social justice and civil rights. RT\xe2\x89\xa0endorsement.","New York, NY"
1538,RT @DNNPolitics: Democrat Maria Robinson (Farmington) has become the 1'ST Korean-American elected to the Massachusetts House of Representat\xe2\x80\xa6,DNN,1035311741159333889,Dionisio News Network (DNN) The Leading International News Reporting & Commentary (Unbiased / Nonpartisan / Fact Based News),"Atlanta, New York, Washington DC, International"
1539,RT @DNNPolitics: Democrat Maria Robinson (Farmington) has become the 1'ST Korean-American elected to the Massachusetts House of Representat\xe2\x80\xa6,DNBC News,1035308961577283586,"Dionisio National Broadcasting Company (DNBC) U.S. News, Events & Commentary (Unbiased / Nonpartisan / Fact Based)","Atlanta, New York, DC, Global"
1540,The missing link in this election was all the free media Trump received... And the lack of coverage #progressive po\xe2\x80\xa6 https://t.co/sNBwPgQfY0,James A.G. K\xc3\xa4hn,850826140503740416,"Evangelist for carbon capture and a circular economy, sustainable bon vivant, world traveler. SkyBaron coming soon (@skybarons) \xf0\x9f\x8c\x8e\xe2\x99\xbb\xef\xb8\x8f @co2alliance",NYC | Upper Makefied PA
1541,Democrat Maria Robinson (Farmington) has become the 1'ST Korean-American elected to the Massachusetts House of Repr\xe2\x80\xa6 https://t.co/vKLiSgJwz4,DNN Politics,1035317925673095168,"The Leading International Political News Reporting, Events & Trusted Commentary (Unbiased, Nonpartisan, Fact Based News)","Atlanta, GA, New York, NY, Washington, D.C., Worldwide"
1542,#ElectionResults2018: Will #Fresno County reach a 20-year high for #midterm #election turnout? https://t.co/NBbuNWQOJy,Fresno Bee,8249832,The No. 1 source of news in California's central San Joaquin Valley.,"Fresno, California"
1543,RT @news3jessica: #BREAKING: This is officially record turnout for a #Midterm election in #Wisconsin. #news3 https://t.co/SjzMs5EK0D,Melissa Y. Kim,28215139,"Sports Anchor/Reporter at @WISCTV_News3. Instructor at @TheBarreCode. Proud LA native & @JohnsHopkins alum. Hate pants, love football. Always grateful. \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbc","Madison, WI"
1544,"Hang tight! - After #Georgia race, Stacey Abrams refuses to concede to Kemp  https://t.co/dAXJCBWIsU #midterm #elections #midtermelection",Hellacious K,15836493,"\xe2\x9d\xa4 social issues, politik, = rights, justice, spirituality, melodies, furry creatures, guffaw, foodie, organic manic,  \xe2\x99\xbb & cocoa fits.",
1545,RT @cbs2iowa: The Iowa Secretary of State's office says turnout for Tuesday's election was the highest for a #Midterm general election in t\xe2\x80\xa6,Nick Weig,16347171,"Father, Husband, @cbs2iowa &  @fox28iowa Reporter \xf0\x9f\x93\xba, Storm Chaser\xf0\x9f\x8c\xaa, Hawkeyes\xf0\x9f\x8f\x88\xf0\x9f\x8f\x80 & Cubs\xe2\x9a\xbe fan. RT not endorsements. Opinions are my own.","Marion, IA"
1546,"#Facebook, #Twitter #whack #away at #midterm #misinformation on #ElectionDay https://t.co/hJDCIbeKXy   - Are you sure?  \xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x87\xba\xf0\x9f\x87\xb8",PAUL M. DUGAN,32328086,I love doing Digital photography on a digital camera & iPhone and loves sports too.  Go Irish!!!!!!!\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x8f\x88\xe2\x98\x98\xef\xb8\x8f\xf0\x9f\x8f\x80\xe2\x9a\xbd\xef\xb8\x8f\xe2\x9a\xbe\xef\xb8\x8f,
